"","site.x","substance","loc_batch","uchem_id","smiles","cas","x4lettercode","location","replicate","substance_class","own_istd","log_koc_4","abiotic_transformation","cationic_at_p_h8","bioaccumulation_anna","sorption_visual","iontrapping_visualdigi_bf","sorption_flag","final_excl","background","sorp_control","n_time_points","r2","p","k","kmin","greater_kmax","neg_k","classification","cluster","koriginal","sub_clus","qualityflag","loc_site","mean_ps_extract_ng_l","site.y","q3","q1","median","ps_loclimit","ps_locnorm","log_k","mean_logk","sd_logk","variance_logk","logk_scalebatch"
"13","dw1","4-Chloro-N,N-dimethylbenzamide","air_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.620167410461184,0.0117473779354427,0.00240784261195039,FALSE,FALSE,FALSE,"IN",6,0.00240784261195039,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"air_dw1",NA,"dw1",2636.2425,421.837931263943,1150.5635,NA,NA,-2.61837190404019,-2.80276112668591,0.206356952035945,0.206356952035945,-0.831210380531981
"14","dw1","4-Chloro-N,N-dimethylbenzamide","alt_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","alt","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.151594358030337,0.300311328780035,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.0010499031941268,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"alt_dw1",NA,"dw1",7418.424,486.350375,2164.331,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.09826054568434
"15","dw1","4-Chloro-N,N-dimethylbenzamide","bir_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","bir","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.00987401785060624,0.799227264284627,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000163963772453949,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"bir_dw1",NA,"dw1",8393.7695,467.4405,2263.22976506139,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.752849504585197
"16","dw1","4-Chloro-N,N-dimethylbenzamide","ehr_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","ehr","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0337807431037294,0.635955830994622,0.00109750537143569,TRUE,FALSE,TRUE,"IN",6,-0.000288143394525933,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"ehr_dw1",NA,"dw1",8198.72,627.92475,2504.99875,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.945853631788781
"17","dw1","4-Chloro-N,N-dimethylbenzamide","kol_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","kol","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0929629005178652,0.424994689818241,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000359670852068033,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"kol_dw1",NA,"dw1",7464.0815,431.384875,1533.95525,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.889635745124265
"18","dw1","4-Chloro-N,N-dimethylbenzamide","oli_dw1_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","oli","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.443908307683882,0.0500559604222905,0.00199245246706972,FALSE,FALSE,FALSE,"IN",6,0.00199245246706972,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"oli_dw1",NA,"dw1",1635.653,192.0935,555.6,NA,NA,-2.70061203055196,-2.80276112668591,0.206356952035945,0.206356952035945,-0.81766294204146
"19","dw2","4-Chloro-N,N-dimethylbenzamide","air_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.351059936039837,0.0927155146154092,0.00275829836252405,FALSE,FALSE,FALSE,"IN",6,0.00275829836252405,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"air_dw2",NA,"dw2",2636.2425,421.837931263943,1150.5635,NA,NA,-2.55935875839605,-2.80276112668591,0.206356952035945,0.206356952035945,-0.679786079461158
"20","dw2","4-Chloro-N,N-dimethylbenzamide","alt_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","alt","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.797136087123633,0.0011932316264526,0.00188146701171696,FALSE,FALSE,FALSE,"IN",6,0.00188146701171696,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"alt_dw2",NA,"dw2",7418.424,486.350375,2164.331,NA,NA,-2.72550339188299,-2.80276112668591,0.206356952035945,0.206356952035945,-1.11826823280624
"21","dw2","4-Chloro-N,N-dimethylbenzamide","bir_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","bir","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.0313557752057194,0.648557956789533,0.00109750537143569,TRUE,FALSE,TRUE,"IN",6,-0.000313911036858733,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"bir_dw2",NA,"dw2",8393.7695,467.4405,2263.22976506139,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.848038686824975
"22","dw2","4-Chloro-N,N-dimethylbenzamide","ehr_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","ehr","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0203154985844992,0.714506204892027,0.00109750537143569,TRUE,FALSE,TRUE,"IN",6,-0.000195086893122171,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"ehr_dw2",NA,"dw2",8198.72,627.92475,2504.99875,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.12339069519987
"23","dw2","4-Chloro-N,N-dimethylbenzamide","kol_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","kol","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0.314276888208184,0.148334478488151,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000688923523799758,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"kol_dw2",NA,"dw2",7464.0815,431.384875,1533.95525,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.952922079280078
"24","dw2","4-Chloro-N,N-dimethylbenzamide","oli_dw2_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","oli","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.506241221836642,0.0315856569713246,0.00200204942946337,FALSE,FALSE,FALSE,"IN",6,0.00200204942946337,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"oli_dw2",NA,"dw2",1635.653,192.0935,555.6,NA,NA,-2.69852520424023,-2.80276112668591,0.206356952035945,0.206356952035945,-0.798947742787423
"25","dw3","4-Chloro-N,N-dimethylbenzamide","air_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.900853697336809,9.29788191108935e-05,0.00478191702786222,FALSE,FALSE,FALSE,"IN",6,0.00478191702786222,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"air_dw3",NA,"dw3",2636.2425,421.837931263943,1150.5635,NA,NA,-2.32039796369791,-2.80276112668591,0.206356952035945,0.206356952035945,-0.450417886474361
"26","dw3","4-Chloro-N,N-dimethylbenzamide","alt_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","alt","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0127243599137151,0.772623804824178,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.00025670005113262,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"alt_dw3",NA,"dw3",7418.424,486.350375,2164.331,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.00484208430657
"27","dw3","4-Chloro-N,N-dimethylbenzamide","bir_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","bir","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0447335839056637,0.584869705364245,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000359391546262037,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"bir_dw3",NA,"dw3",8393.7695,467.4405,2263.22976506139,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.892027209590528
"28","dw3","4-Chloro-N,N-dimethylbenzamide","ehr_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","ehr","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0966916501693326,0.415379567574375,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000617048800824556,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"ehr_dw3",NA,"dw3",8198.72,627.92475,2504.99875,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.937007303921797
"29","dw3","4-Chloro-N,N-dimethylbenzamide","kol_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","kol","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.000648589241872481,0.948146241048086,0.00109750537143569,TRUE,FALSE,TRUE,"IN",6,-4.95861541714383e-05,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"kol_dw3",NA,"dw3",7464.0815,431.384875,1533.95525,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.03798246607659
"30","dw3","4-Chloro-N,N-dimethylbenzamide","oli_dw3_r1",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","oli","r1","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.590277070845631,0.0155848585665699,0.00243456649553047,FALSE,FALSE,FALSE,"IN",6,0.00243456649553047,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"oli_dw3",NA,"dw3",1635.653,192.0935,555.6,NA,NA,-2.61357835903241,-2.80276112668591,0.206356952035945,0.206356952035945,-0.453426770953833
"31","up1","4-Chloro-N,N-dimethylbenzamide","air_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.557122590311117,0.0208832923409202,0.0021407794870155,FALSE,FALSE,FALSE,"IN",6,0.0021407794870155,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"air_up1",NA,"up1",2636.2425,421.837931263943,1150.5635,NA,NA,-2.66942806530925,-2.80276112668591,0.206356952035945,0.206356952035945,-0.667898313093989
"32","up1","4-Chloro-N,N-dimethylbenzamide","alt_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","alt","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0737441255020182,0.479663912892466,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000552178665235101,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"alt_up1",NA,"up1",7418.424,486.350375,2164.331,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.913718277831737
"33","up1","4-Chloro-N,N-dimethylbenzamide","bir_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","bir","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.423384235637774,0.0577227287184094,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.00094956715402983,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"bir_up1",NA,"up1",8393.7695,467.4405,2263.22976506139,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.998862942630135
"34","up1","4-Chloro-N,N-dimethylbenzamide","ehr_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","ehr","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.703106418041619,0.00473997835922602,0.00269362030606515,FALSE,FALSE,FALSE,"IN",6,0.00269362030606515,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"ehr_up1",NA,"up1",8198.72,627.92475,2504.99875,NA,NA,-2.56966362264506,-2.80276112668591,0.206356952035945,0.206356952035945,-0.475506250514381
"35","up1","4-Chloro-N,N-dimethylbenzamide","kol_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","kol","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.450548561368738,0.0477581977861678,0.00146414618624292,FALSE,FALSE,FALSE,"IN",6,0.00146414618624292,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"kol_up1",NA,"up1",7464.0815,431.384875,1533.95525,NA,NA,-2.8344155594053,-2.80276112668591,0.206356952035945,0.206356952035945,-0.927054364501872
"36","up1","4-Chloro-N,N-dimethylbenzamide","oli_up1_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","oli","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.814326219331737,0.000868283062178778,0.00405700945585694,FALSE,FALSE,FALSE,"IN",6,0.00405700945585694,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"oli_up1",NA,"up1",1635.653,192.0935,555.6,NA,NA,-2.39179398006454,-2.80276112668591,0.206356952035945,0.206356952035945,-0.742409822098477
"37","up2","4-Chloro-N,N-dimethylbenzamide","air_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","air","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.82007223107703,0.000775765233334213,0.00377322018529762,FALSE,FALSE,FALSE,"IN",6,0.00377322018529762,"4-Chloro-N,N-dimethylbenzamide_6",FALSE,"air_up2",NA,"up2",2636.2425,421.837931263943,1150.5635,NA,NA,-2.42328785091626,-2.80276112668591,0.206356952035945,0.206356952035945,-0.482860887974825
"38","up2","4-Chloro-N,N-dimethylbenzamide","alt_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","alt","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.380066484500319,0.0770343879340065,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.0010772852345789,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"alt_up2",NA,"up2",7418.424,486.350375,2164.331,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.13534584421369
"39","up2","4-Chloro-N,N-dimethylbenzamide","bir_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","bir","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.0134329995120136,0.766515910033845,0.00109750537143569,TRUE,FALSE,TRUE,"IN",6,-0.000264950869122976,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"bir_up2",NA,"up2",8393.7695,467.4405,2263.22976506139,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.808673403478808
"40","up2","4-Chloro-N,N-dimethylbenzamide","ehr_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","ehr","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.0872487634959211,0.440310035584303,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.000559435551135824,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"ehr_up2",NA,"up2",8198.72,627.92475,2504.99875,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-0.860817810268169
"41","up2","4-Chloro-N,N-dimethylbenzamide","kol_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","kol","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.171948568745862,0.267121651011715,0.00109750537143569,TRUE,FALSE,FALSE,"IN",6,0.0010377485912546,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"kol_up2",NA,"up2",7464.0815,431.384875,1533.95525,NA,NA,-2.95959334554673,-2.80276112668591,0.206356952035945,0.206356952035945,-1.08525420209033
"42","up2","4-Chloro-N,N-dimethylbenzamide","oli_up2_r2",10999,"CN(C)C(=O)C1=CC=C(C=C1)Cl","14062-80-7","CHDI","oli","r2","Industrial Chemical",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.401099945882222,0.067090771307095,0.00208147582452241,FALSE,FALSE,FALSE,"IN",6,0.00208147582452241,"4-Chloro-N,N-dimethylbenzamide_6",TRUE,"oli_up2",NA,"up2",1635.653,192.0935,555.6,NA,NA,-2.68162862889802,-2.80276112668591,0.206356952035945,0.206356952035945,-0.942740925227842
