"","loc_batch","uchem_id","substance","smiles","cas","x4lettercode","location","replicate","substance_class","own_istd","log_koc_4","abiotic_transformation","cationic_at_p_h8","bioaccumulation_anna","iontrapping_visualdigi","sorption_visual","sorption_flag","final_excl","background","sorp_control","n_time_points","r2","p","k","kmin","greater_kmax","neg_k","classification","cluster","koriginal","sub_clus","qualityflag","inf_air","inf_alt","inf_bir","inf_ehr","inf_kol","inf_oli","inf_tot_mean","inf_tot_SD","remov_air","remov_alt","remov_bir","remov_ehr","remov_kol","remov_oli","remov_tot_mean","remov_tot_SD","tss_g_l","afdm_g_l","icc_pern_l","icc_perreactor","k_biomass","log_kbiomass","log_k","mean_logk","sd_logk","variance_logk","logk_scalebatch","logk_scalebatch_wocenter"
"11","air_asb_r1",253,"Bentazon","CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O","25057-89-0","BENT","air","r1","Herbicide",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.48359533044052,0.0375338427165712,0.0032195395304684,FALSE,FALSE,FALSE,"PE-H",19,0.0032195395304684,"Bentazon_19",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00214635968697893,-2.66829749719738,-2.4922062381417,-2.82351789610884,0.191457785234059,0.191457785234059,-1.11199430389084,-1.3388663361265
"12","air_asb_r1",230,"Benzophenone","COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O","131-57-7","BENZ","air","r1","Personal care",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,6,0.981428104626348,0.000130152422843155,0.0961706622123499,FALSE,FALSE,FALSE,"PC",13,0.0961706622123499,"Benzophenone_13",FALSE,NA,0.176554666666667,0.338873,0.181063666666667,0.209874333333333,NA,0.226591416666667,0.0762956250419793,NA,59.4826835156751,72.0245576481827,57.641489816742,60.9297813546438,NA,62.5196280838109,6.47792569445098,1.5,1.35,18956.088,18956088000,0.0641137748082333,-1.19304865253252,-1.01695739347683,-0.800765322390284,0.643778517319802,0.643778517319802,1.01193983438203,-0.546331197861191
"13","air_asb_r1",209,"Bezafibrate","CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl","41859-67-0","BEZA","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,0.99805689984793,1.41678238439758e-06,0.165882779941642,FALSE,FALSE,FALSE,"PH",12,0.165882779941642,"Bezafibrate_12",FALSE,NA,0.287428333333333,0.136365,0.190505666666667,0.352354333333333,1,0.393330666666667,0.349324841149482,NA,50.4654823697329,32.6552477235738,55.7285135413896,69.8755054172964,73.1525555480831,56.3754609200152,16.2919996244158,1.5,1.35,18956.088,18956088000,0.110588519961094,-0.956289954191537,-0.780198695135856,-0.574322468982925,0.436294152967894,0.436294152967894,1.35280428159581,-0.419139376356793
"14","air_asb_r1",24,"Bromoxynil","C1=C(C=C(C(=C1Br)O)Br)C#N","1689-84-5","BROM","air","r1","Herbicide",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.996018354378223,1.16098008287391e-09,0.0601215737186122,FALSE,FALSE,FALSE,"PE-H",13,0.0601215737186122,"Bromoxynil_13",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0400810491457415,-1.39706091907088,-1.2209696600152,-1.64676448667747,0.300985281697204,0.300985281697204,0.718220832944215,-0.655930937900663
"15","air_asb_r1",303,"Caffeine","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","58-08-2","CAFF","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,NA,1.15129254649702,FALSE,TRUE,FALSE,"PH",15,1.7902247994817,"Caffeine_15",NA,1,1,1,1,1,1,1,NA,89.2553337673453,99.9108018678712,99.9533607509272,99.9453974140518,99.9477704222541,99.5881343674466,98.100133098316,4.3353514548017,1.5,1.35,18956.088,18956088000,0.967472728148759,-0.0143612683570488,0.061185693035482,0.061185693035482,0,0,2.5641558660486,0.0328702590516182
"16","air_asb_r1",2845,"Capecitabine","CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O","154361-50-9","CAPE","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0.999547952985208,7.66414885587249e-08,0.156754112889685,FALSE,FALSE,FALSE,"PH",14,0.156754112889685,"Capecitabine_14",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.104502741926457,-0.980872314453332,-0.804781055397651,-0.550216024416907,0.321968682006334,0.321968682006334,1.31741275131387,-0.432345544495427
"17","air_asb_r1",194,"Carbamazepine","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N","298-46-4","CRBA","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.509986794184594,0.0306774056039865,0.00388415389926404,FALSE,FALSE,FALSE,"PH",6,0.00388415389926404,"Carbamazepine_6",FALSE,0.458727333333333,0.422177666666667,0.305378,0.224347333333333,0.141377666666667,0.510002,0.343668333333333,0.14400995941701,-50,29.2660797272547,-50,7.35946502041088,-50,76.3519034612711,-6.17042529851055,52.9373845594225,1.5,1.35,18956.088,18956088000,0.00258943593284269,-2.58679482971544,-2.41070357065976,-2.81102835173002,0.212538183150353,0.212538183150353,-0.994653898269631,-1.29508136515338
"18","air_asb_r1",278,"Carbendazim","COC(=O)NC1=NC2=CC=CC=C2N1","10605-21-7","CRBE","air","r1","Fungicide",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.652977916376838,0.00840594998651418,0.00385427967289395,FALSE,FALSE,FALSE,"PE-F",15,0.00385427967289395,"Carbendazim_15",FALSE,NA,NA,0.0291983333333333,NA,0.0167723333333333,NA,0.0229853333333333,0.00878650886302404,NA,NA,10.6254402339669,NA,5.82703253257392,NA,8.22623638327043,3.39298662455276,1.5,1.35,18956.088,18956088000,0.0025695197819293,-2.59014803446853,-2.41405677541285,-2.54057815035053,0.167976809553009,0.167976809553009,-0.999481548922234,-1.29688277825207
"19","air_asb_r1",136,"Carbetamide","CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1","16118-45-9","CRBT","air","r1","Herbicide",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.759675716084493,0.0021983041379476,0.00426187490583517,FALSE,FALSE,FALSE,"PE-H",5,0.00426187490583517,"Carbetamide_5",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,NA,-50,NA,-50,NA,1.5,1.35,18956.088,18956088000,0.00284124993722345,-2.54649056086258,-2.3703993018069,-2.34467089294369,0.5655639927252,0.5655639927252,-0.936627340347348,-1.27342905245813
"20","air_asb_r1",10563,"Clomethiazole","CC1=C(SC=N1)CCCl","533-45-9","CLME","air","r1","Herbicide",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.829021695696578,0.000646257757990334,0.00660386326053232,FALSE,FALSE,FALSE,"PE-H",16,0.00660386326053232,"Clomethiazole_16",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00440257550702155,-2.35629318686515,-2.18020192780947,-1.98367974398156,0.309941024467173,0.309941024467173,-0.662797811787535,-1.17125096728702
"21","air_asb_r1",273,"Chlorotoluron","CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl","15545-48-9","CHLO","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.54334769441849,0.0234500502062639,0.00385115833476896,FALSE,FALSE,FALSE,"PH",6,0.00385115833476896,"Chlorotoluron_6",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00256743888984597,-2.59049988468045,-2.41440862562477,-2.08890112341197,0.38000812880421,0.38000812880421,-0.999988112055205,-1.29707179968894
"22","air_asb_r1",2555,"Cilastatin","CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C","82009-34-5","CILA","air","r1","Herbicide",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0.531847377223378,0.270721330886897,0.773145848258205,FALSE,FALSE,FALSE,"PE-H",18,0.773145848258205,"Cilastatin_18",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.51543056550547,-0.287829830960199,-0.111738571904517,-0.00236046147512023,0.0956113408624666,0.0956113408624666,2.31519464776326,-0.0600283435938109
"23","air_asb_r1",204,"Clofibric acid","CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl","882-09-7","CLOA","air","r1","Fungicide",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,0.982186908191921,1.77824062227032e-06,0.0811609359484092,FALSE,FALSE,FALSE,"PE-F",13,0.0811609359484092,"Clofibric acid_13",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0541072906322728,-1.26674421237888,-1.0906529533232,-1.01858476963275,0.688555855947823,0.688555855947823,0.905839418873908,-0.585922024129991
"24","air_asb_r1",139,"Clomazone","CC1(CON(C1=O)CC2=CC=CC=C2Cl)C","81777-89-1","CLMA","air","r1","Herbicide",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.746450539938847,0.00266894762212134,0.00514376606814484,FALSE,FALSE,FALSE,"PE-H",11,0.00514376606814484,"Clomazone_11",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00342917737876323,-2.46481004984403,-2.28871879078835,-2.10790741395813,0.540169721320197,0.540169721320197,-0.819030891171155,-1.22954854014471
"25","air_asb_r1",2854,"Clopidogrel carboxylic acid","C1CN(CC2=C1SC=C2)C(C3=CC=CC=C3Cl)C(=O)O","144457-28-3","CLCA","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.678904887131453,0.00631590212688062,0.00459945159018972,FALSE,FALSE,FALSE,"PH",16,0.00459945159018972,"Clopidogrel carboxylic acid_16",FALSE,0.125327,0.164488,0.098704,0.163232333333333,0.109400333333333,0.2237695,0.147486861111111,0.0462112761037603,0.256054252669577,30.5552864174325,-50,16.6364975295991,-50,22.8596872094556,-4.94874576514054,36.2934951012166,1.5,1.35,18956.088,18956088000,0.00306630106012648,-2.51338520684213,-2.33729394778645,-2.09621445875741,0.480747448238431,0.480747448238431,-0.888965149783413,-1.25564415032395
"26","air_asb_r1",2780,"Codeine","CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O","76-57-3","CODE","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.983716463958576,1.6136959049358e-07,0.037834625801115,FALSE,FALSE,FALSE,"PH",9,0.037834625801115,"Codeine_9",FALSE,0.0759326666666667,0.165844666666667,0.182450666666667,0.178903666666667,0.131745333333333,0.135371,0.145041333333333,0.0400629536809812,35.7469617853414,64.1112701187776,56.0090831353649,68.5458042972075,72.8624863654568,76.4110993042229,62.2811175010619,14.8163244206555,1.5,1.35,18956.088,18956088000,0.02522308386741,-1.59820181606899,-1.4221105570133,-1.04544985560539,0.470630363363991,0.470630363363991,0.428635778001057,-0.763988116992653
"27","air_asb_r1",3200,"Crotamiton","CCN(C1=CC=CC=C1C)C(=O)C=CC","483-63-6","CROT","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.666887157879463,0.00722936036608303,0.0054017668968312,FALSE,FALSE,FALSE,"PH",2,0.0054017668968312,"Crotamiton_2",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0036011779312208,-2.44355541996771,-2.26746416091203,-2.59411055952165,0.289515208634556,0.289515208634556,-0.788430335777447,-1.21813009973127
"28","air_asb_r1",2813,"Cyclamate","C1CCC(CC1)NS(=O)(=O)O","100-88-9","CYLA","air","r1","Artificial sweetener",NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,0.998281008482351,3.0263808319225e-05,0.487455542716804,FALSE,FALSE,FALSE,"AS",7,0.487455542716804,"Cyclamate_7",FALSE,1,1,1,1,1,1,1,NA,50.8739792701646,99.2054846403246,99.8505540085152,99.8716708309864,99.936450683695,98.9537248050685,91.4486440397924,19.8815520904935,1.5,1.35,18956.088,18956088000,0.324970361811203,-0.48815624606358,-0.312064987007899,-0.102757486544956,0.294464607620793,0.294464607620793,2.02678221254962,-0.167647965643554
"29","air_asb_r1",2579,"Cyclophosphamide","C1CNP(=O)(OC1)N(CCCl)CCCl","50-18-0","CYLO","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.63257028847029,0.0103849139905048,0.003688160567559,FALSE,FALSE,FALSE,"PH",10,0.003688160567559,"Cyclophosphamide_10",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.002458773711706,-2.60928143884143,-2.43319017978574,-2.75020473725105,0.206835132605715,0.206835132605715,-1.02702814953537,-1.30716165109105
"30","air_asb_r1",3016,"Darunavir","CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N","206361-99-1","DARU","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.7253075742771,0.00357014446958613,0.00610754488510866,FALSE,FALSE,FALSE,"PH",4,0.00610754488510866,"Darunavir_4",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00407169659007244,-2.3902245917142,-2.21413333265852,-2.02829472254343,0.425917187423727,0.425917187423727,-0.711649278019201,-1.18947964154142
"31","air_asb_r1",213,"DEET","CCN(CC)C(=O)C1=CC=CC(=C1)C","134-62-3","DEET","air","r1","Insecticide",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.980346566417697,3.12114225094488e-07,0.0130468254829899,FALSE,FALSE,FALSE,"PE-I",2,0.0130468254829899,"DEET_2",FALSE,0.124894666666667,1,1,1,1,0.415082,0.756662777777778,0.387984635994644,35.0942708495218,85.8326622087992,90.8185326532007,98.3681772807183,96.0639289785861,82.1537801157916,81.3885586811029,23.4780538210192,1.5,1.35,18956.088,18956088000,0.00869788365532657,-2.06058640584378,-1.8844951467881,-0.756785738315956,0.752981388989007,0.752981388989007,-0.237065075645151,-1.01239097872963
"32","air_asb_r1",3275,"Deprenyl","CC(CC1=CC=CC=C1)N(C)CC#C","2323-36-6","DEPR","air","r1","Pharmaceutical",FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,8,0.993885587164109,7.15999325117997e-08,0.0656483796263578,FALSE,FALSE,FALSE,"PH",17,0.0656483796263578,"Deprenyl_17",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.0437655864175719,-1.35886724802114,-1.18277598896546,-0.981248141649518,0.312231727129128,0.312231727129128,0.773208736918434,-0.635412483352649
"33","air_asb_r1",2626,"Diazepam","CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3","439-14-5","DIAZ","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0.644746812261019,0.00916650088081251,0.00450105139115532,FALSE,FALSE,FALSE,"PH",2,0.00450105139115532,"Diazepam_2",FALSE,NA,0.010405,NA,NA,NA,NA,0.010405,NA,NA,56.0800716306602,NA,NA,NA,NA,56.0800716306602,NA,1.5,1.35,18956.088,18956088000,0.00300070092743688,-2.52277728749295,-2.34668602843727,-2.25783199153225,0.672358961214862,0.672358961214862,-0.902487045289947,-1.26068977633079
"34","air_asb_r1",201,"Diclofenac","C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl","15307-86-5","DICL","air","r1","Pharmaceutical",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,9,0.57151947703326,0.0184368041876888,0.00409770140068051,FALSE,FALSE,FALSE,"PH",12,0.00409770140068051,"Diclofenac_12",FALSE,1,1,1,1,1,1,1,NA,45.9800877121293,59.3275492194033,14.7650683168519,34.4257007736092,9.99333801124866,45.1460579773047,34.9396336684245,19.2376091484686,1.5,1.35,18956.088,18956088000,0.00273180093378701,-2.56355095085715,-2.38745969180147,-1.88539122099188,0.848342747448208,0.848342747448208,-0.961189396337274,-1.28259425776712
"35","air_asb_r1",3166,"Dimefuron","CC(C)(C)C1=NN(C(=O)O1)C2=C(C=C(C=C2)NC(=O)N(C)C)Cl","34205-21-5","DMEF","air","r1","Herbicide",FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,0.710384398044572,0.00432925792231062,0.00557486552126104,FALSE,FALSE,FALSE,"PE-H",6,0.00557486552126104,"Dimefuron_6",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00371657701417403,-2.42985686340341,-2.25376560434772,-2.43890966775998,0.237248587300882,0.237248587300882,-0.768708353254158,-1.21077094303036
"36","air_asb_r1",254,"Dimethenamid","CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C","87674-68-8","DMET","air","r1","Herbicide",TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.927418576177525,3.08652123784789e-05,0.0116573532589812,FALSE,FALSE,FALSE,"PE-H",11,0.0116573532589812,"Dimethenamid_11",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.35,18956.088,18956088000,0.00777156883932081,-2.10949130172871,-1.93340004267303,-1.85560560697304,0.25008850251287,0.25008850251287,-0.307474063440206,-1.03866373167038
